filename,makespan,time,ub
20x10+mix_056,491.0,1805.1889510154724,491.0
20x10+mix_057,407.0,1805.2802081108093,407.0
20x10+mix_058,477.0,1804.6739299297333,477.0
20x10+mix_059,495.0,1805.464362859726,495.0
20x10+mix_060,471.0,1804.99649643898,471.0
20x10+mix_061,499.0,1804.9277203083038,499.0
20x10+mix_062,471.0,1804.9980826377869,471.0
20x10+mix_063,504.0,1805.1411998271942,504.0
20x10+mix_064,490.0,1804.941608428955,490.0
20x10+mix_065,447.0,1805.1501893997192,447.0
20x10+mix_066,490.0,1804.6306912899017,490.0
20x10+mix_067,467.0,1804.6527736186981,467.0
20x10+mix_068,454.0,1805.0146851539612,454.0
20x10+mix_069,458.0,1805.0047817230225,458.0
20x10+mix_070,501.0,1805.1397957801819,501.0
20x10+mix_071,457.0,1805.1687247753143,457.0
20x10+mix_072,435.0,1805.3022933006287,435.0
20x10+mix_073,483.0,1804.9981207847595,483.0
20x10+mix_074,446.0,1804.909405708313,446.0
20x10+mix_075,469.0,1804.8489592075348,469.0
20x10+mix_076,474.0,1804.5953431129456,474.0
20x10+mix_077,409.0,1805.0054478645325,409.0
20x10+mix_078,470.0,1805.7730343341827,470.0
20x10+mix_079,472.0,1804.683697462082,472.0
20x10+mix_080,451.0,1805.2664251327515,451.0
20x10+mix_081,448.0,1805.317462682724,448.0
20x10+mix_082,448.0,1805.030401468277,448.0
20x10+mix_083,412.0,1805.2732343673706,412.0
20x10+mix_084,486.0,1805.1204481124878,486.0
20x10+mix_085,473.0,1805.418972492218,473.0
20x10+mix_086,499.0,1805.1216356754303,499.0
20x10+mix_087,468.0,1805.7818927764893,468.0
20x10+mix_088,460.0,1805.3607149124146,460.0
20x10+mix_089,434.0,1805.2763662338257,434.0
20x10+mix_090,481.0,1805.3021392822266,481.0
20x10+mix_091,443.0,1805.2650344371796,443.0
20x10+mix_092,437.0,1806.4570527076721,437.0
20x10+mix_093,457.0,1806.7516040802002,457.0
20x10+mix_094,474.0,1806.186342716217,474.0
20x10+mix_095,463.0,1806.1593642234802,463.0
20x10+mix_096,411.0,1806.0237743854523,411.0
20x10+mix_097,453.0,1806.1082384586334,453.0
20x10+mix_098,494.0,1805.3944051265717,494.0
20x10+mix_099,451.0,1805.8824317455292,451.0
20x10+mix_100,438.0,1805.8696355819702,438.0
20x5+mix_001,592.0,1800.9129085540771,592.0
20x5+mix_002,579.0,1801.238182067871,579.0
20x5+mix_003,588.0,1800.8007225990295,588.0
20x5+mix_004,591.0,1800.8167610168457,591.0
20x5+mix_005,648.0,1800.830411195755,648.0
20x5+mix_006,651.0,1800.9947624206543,651.0
20x5+mix_007,635.0,1800.8961119651794,635.0
20x5+mix_008,580.0,1800.8936800956726,580.0
20x5+mix_009,600.0,1801.0001783370972,600.0
20x5+mix_010,566.0,1800.9239349365234,566.0
20x5+mix_011,595.0,1800.7641959190369,595.0
20x5+mix_012,535.0,1800.799288034439,535.0
20x5+mix_013,590.0,1801.0289373397827,590.0
20x5+mix_014,554.0,1800.8793382644653,554.0
20x5+mix_015,564.0,1800.9214525222778,564.0
20x5+mix_016,489.0,1800.9767570495605,489.0
20x5+mix_017,578.0,1800.8276193141937,578.0
20x5+mix_018,575.0,1800.8198521137238,575.0
20x5+mix_019,608.0,1800.9462316036224,608.0
20x5+mix_020,676.0,1800.8595311641693,676.0
20x5+mix_021,661.0,1800.6695425510406,661.0
20x5+mix_022,589.0,1801.0133056640625,589.0
20x5+mix_023,667.0,1800.842530965805,667.0
20x5+mix_024,588.0,1801.1396491527557,588.0
20x5+mix_025,698.0,1801.3769972324371,698.0
20x5+mix_026,623.0,1801.3555529117584,623.0
20x5+mix_027,584.0,1801.598969221115,584.0
20x5+mix_028,563.0,1801.2434782981873,563.0
20x5+mix_029,668.0,1800.905999660492,668.0
20x5+mix_030,570.0,1800.742681503296,570.0
20x5+mix_031,552.0,1800.7525477409363,552.0
20x5+mix_032,540.0,1800.3300523757935,540.0
20x5+mix_033,638.0,1800.804897069931,638.0
20x5+mix_034,564.0,1800.8549551963806,564.0
20x5+mix_035,576.0,1801.1437635421753,576.0
20x5+mix_036,627.0,1801.5624051094055,627.0
20x5+mix_037,590.0,1801.2083749771118,590.0
20x5+mix_038,473.0,1800.720267534256,473.0
20x5+mix_039,607.0,1800.7219059467316,607.0
20x5+mix_040,573.0,1800.679535627365,573.0
20x5+mix_041,636.0,1800.6602392196655,636.0
20x5+mix_042,629.0,1800.6207988262177,629.0
20x5+mix_043,713.0,1800.6662254333496,713.0
20x5+mix_044,574.0,1800.6122345924377,574.0
20x5+mix_045,655.0,1800.6726126670837,655.0
20x5+mix_046,545.0,1800.9662153720856,545.0
20x5+mix_047,554.0,1800.688973903656,554.0
20x5+mix_048,571.0,1800.8852818012238,571.0
20x5+mix_049,564.0,1800.8405849933624,564.0
20x5+mix_050,678.0,1800.6934666633606,678.0
20x5+mix_051,612.0,1800.4756262302399,612.0
20x5+mix_052,613.0,1800.735680103302,613.0
20x5+mix_053,675.0,1801.155960559845,675.0
20x5+mix_054,616.0,1800.8702278137207,616.0
20x5+mix_055,615.0,1800.620477437973,615.0
20x5+mix_056,556.0,1800.902147769928,556.0
20x5+mix_057,635.0,1800.7386832237244,635.0
20x5+mix_058,617.0,1800.8825738430023,617.0
20x5+mix_059,569.0,1800.5593478679657,569.0
20x5+mix_060,614.0,1800.8798575401306,614.0
20x5+mix_061,656.0,1800.4180328845978,656.0
20x5+mix_062,560.0,1800.7449736595154,560.0
20x5+mix_063,638.0,1800.2032206058502,638.0
20x5+mix_064,614.0,1800.483811378479,614.0
20x5+mix_065,530.0,1800.7381448745728,530.0
20x5+mix_066,669.0,1800.7482426166534,669.0
20x5+mix_067,553.0,1800.7333612442017,553.0
20x5+mix_068,637.0,1800.6539590358734,637.0
20x5+mix_069,597.0,1800.2982304096222,597.0
20x5+mix_070,676.0,1800.6486327648163,676.0
20x5+mix_071,638.0,1800.6902015209198,638.0
20x5+mix_072,667.0,1801.1650228500366,667.0
20x5+mix_073,569.0,1801.3433315753937,569.0
20x5+mix_074,698.0,1801.0723366737366,698.0
20x5+mix_075,584.0,1801.282211303711,584.0
20x5+mix_076,601.0,1800.9140272140503,601.0
20x5+mix_077,637.0,1800.6180198192596,637.0
20x5+mix_078,693.0,1800.3930342197418,693.0
20x5+mix_079,482.0,1800.77996301651,482.0
20x5+mix_080,460.0,1800.7578570842743,460.0
20x5+mix_081,573.0,1800.716100692749,573.0
20x5+mix_082,668.0,1800.7706067562103,668.0
20x5+mix_083,597.0,1800.7736167907715,597.0
20x5+mix_084,552.0,1800.7701213359833,552.0
20x5+mix_085,608.0,1800.702790737152,608.0
20x5+mix_086,623.0,1800.7100257873535,623.0
20x5+mix_087,717.0,1800.7599930763245,717.0
20x5+mix_088,591.0,1800.7896869182587,591.0
20x5+mix_089,537.0,1800.793229341507,537.0
20x5+mix_090,556.0,1800.783989906311,556.0
20x5+mix_091,588.0,1800.7885539531708,588.0
20x5+mix_092,591.0,1800.793447971344,591.0
20x5+mix_093,672.0,1800.7400047779083,672.0
20x5+mix_094,591.0,1800.7679789066315,591.0
20x5+mix_095,491.0,1800.8523461818695,491.0
20x5+mix_096,600.0,1800.7990114688873,600.0
20x5+mix_097,674.0,1800.7188453674316,674.0
20x5+mix_098,587.0,1800.7456443309784,587.0
20x5+mix_099,593.0,1800.7240419387817,593.0
20x5+mix_100,650.0,1800.784138917923,650.0
30x10+mix_001,696.0,1812.3355252742767,696.0
30x10+mix_002,685.0,1812.7817208766937,685.0
30x10+mix_003,667.0,1812.4357302188873,667.0
30x10+mix_004,742.0,1813.377834558487,742.0
30x10+mix_005,741.0,1812.1263492107391,741.0
30x10+mix_006,781.0,1812.7248799800873,781.0
30x10+mix_007,651.0,1813.1432394981384,651.0
30x10+mix_008,720.0,1812.9292135238647,720.0
30x10+mix_009,759.0,1813.5872497558594,759.0
30x10+mix_010,730.0,1814.0725870132446,730.0
30x10+mix_011,688.0,1812.725162267685,688.0
30x10+mix_012,690.0,1812.946534395218,690.0
30x10+mix_013,678.0,1813.4978201389313,678.0
30x10+mix_014,687.0,1810.4412186145782,687.0
30x10+mix_015,640.0,1810.470364332199,640.0
30x10+mix_016,744.0,1811.075023651123,744.0
30x10+mix_017,682.0,1810.332023859024,682.0
30x10+mix_018,662.0,1810.1328327655792,662.0
30x10+mix_019,705.0,1810.316001176834,705.0
30x10+mix_020,602.0,1811.7027213573456,602.0
30x10+mix_021,739.0,1810.2932505607605,739.0
30x10+mix_022,673.0,1811.694906949997,673.0
30x10+mix_023,707.0,1811.9571962356567,707.0
30x10+mix_024,700.0,1812.824346780777,700.0
30x10+mix_025,698.0,1813.0323932170868,698.0
30x10+mix_026,694.0,1812.2368006706238,694.0
30x10+mix_027,692.0,1812.1547553539276,692.0
30x10+mix_028,660.0,1813.0785913467407,660.0
30x10+mix_029,700.0,1815.570151567459,700.0
30x10+mix_030,725.0,1811.9743282794952,725.0
30x10+mix_031,694.0,1812.2864010334015,694.0
30x10+mix_032,762.0,1812.7245132923126,762.0
30x10+mix_033,684.0,1813.0237357616425,684.0
30x10+mix_034,716.0,1812.0965967178345,716.0
30x10+mix_035,714.0,1811.1842489242554,714.0
30x10+mix_036,730.0,1811.8104665279388,730.0
30x10+mix_037,672.0,1812.6239938735962,672.0
30x10+mix_038,697.0,1812.863559961319,697.0
30x10+mix_039,755.0,1811.4386222362518,755.0
30x10+mix_040,721.0,1811.9288442134857,721.0
30x10+mix_041,725.0,1811.540075302124,725.0
30x10+mix_042,724.0,1811.8594312667847,724.0
30x10+mix_043,754.0,1811.0881967544556,754.0
30x10+mix_044,753.0,1811.2656209468842,753.0
30x10+mix_045,708.0,1810.5535035133362,708.0
30x10+mix_046,707.0,1810.5551421642303,707.0
30x10+mix_047,700.0,1810.6908996105194,700.0
30x10+mix_048,628.0,1810.6973974704742,628.0
30x10+mix_049,671.0,1814.0258038043976,671.0
30x10+mix_050,729.0,1815.7730102539062,729.0
30x10+mix_051,663.0,1816.9165019989014,663.0
30x10+mix_052,698.0,1815.7294487953186,698.0
30x10+mix_053,674.0,1817.6623990535736,674.0
30x10+mix_054,685.0,1817.647418498993,685.0
30x10+mix_055,682.0,1816.9339139461517,682.0
30x10+mix_056,622.0,1814.8310205936432,622.0
30x10+mix_057,710.0,1815.307454109192,710.0
30x10+mix_058,672.0,1815.8692317008972,672.0
30x10+mix_059,735.0,1814.0586864948273,735.0
30x10+mix_060,685.0,1815.9585394859314,685.0
30x10+mix_061,613.0,1813.9828236103058,613.0
30x10+mix_062,703.0,1817.0923292636871,703.0
30x10+mix_063,683.0,1816.8031075000763,683.0
30x10+mix_064,668.0,1817.8182830810547,668.0
30x10+mix_065,692.0,1816.4592051506042,692.0
30x10+mix_066,678.0,1817.1349391937256,678.0
30x10+mix_067,722.0,1815.331648349762,722.0
30x10+mix_068,679.0,1813.0420780181885,679.0
30x10+mix_069,674.0,1813.3530898094177,674.0
30x10+mix_070,617.0,1812.6129794120789,617.0
30x10+mix_071,669.0,1812.4884498119354,669.0
30x10+mix_072,742.0,1812.0404908657074,742.0
30x10+mix_073,679.0,1811.6041491031647,679.0
30x10+mix_074,645.0,1812.0150363445282,645.0
30x10+mix_075,699.0,1811.2321479320526,699.0
30x10+mix_076,715.0,1810.9224910736084,715.0
30x10+mix_077,715.0,1811.3227291107178,715.0
30x10+mix_078,635.0,1812.2564296722412,635.0
30x10+mix_079,660.0,1811.3748557567596,660.0
30x10+mix_080,691.0,1811.2153306007385,691.0
30x10+mix_081,640.0,1811.9971723556519,640.0
30x10+mix_082,677.0,1811.8983719348907,677.0
30x10+mix_083,641.0,1811.5245962142944,641.0
30x10+mix_084,618.0,1811.2793228626251,618.0
30x10+mix_085,772.0,1811.401032924652,772.0
30x10+mix_086,704.0,1811.5348527431488,704.0
30x10+mix_087,664.0,1812.3199937343597,664.0
30x10+mix_088,669.0,1811.3742408752441,669.0
30x10+mix_089,621.0,1811.8135402202606,621.0
30x10+mix_090,690.0,1811.8249883651733,690.0
30x10+mix_091,698.0,1811.601725578308,698.0
30x10+mix_092,740.0,1811.6167693138123,740.0
30x10+mix_093,709.0,1811.945692539215,709.0
30x10+mix_094,651.0,1813.3163294792175,651.0
30x10+mix_095,647.0,1812.7710635662079,647.0
30x10+mix_096,659.0,1812.0362887382507,659.0
30x10+mix_097,730.0,1811.1801226139069,730.0
30x10+mix_098,699.0,1811.4777143001556,699.0
30x10+mix_099,712.0,1811.1218860149384,712.0
30x10+mix_100,698.0,1812.331280708313,698.0
40x10+mix_001,991.0,1820.9098544120789,991.0
40x10+mix_002,960.0,1821.8438441753387,960.0
40x10+mix_003,1011.0,1823.0328261852264,1011.0
40x10+mix_004,981.0,1822.6744828224182,981.0
40x10+mix_005,938.0,1824.5122592449188,938.0
40x10+mix_006,899.0,1823.9588329792023,899.0
40x10+mix_007,1027.0,1822.2090895175934,1027.0
40x10+mix_008,968.0,1822.9138724803925,968.0
40x10+mix_009,962.0,1824.3482604026794,962.0
40x10+mix_010,1129.0,1823.6924395561218,1129.0
40x10+mix_011,902.0,1824.0462787151337,902.0
40x10+mix_012,914.0,1823.6495475769043,914.0
40x10+mix_013,921.0,1823.281329870224,921.0
40x10+mix_014,940.0,1821.9007964134216,940.0
40x10+mix_015,985.0,1830.354876279831,985.0
40x10+mix_016,1132.0,1824.9582126140594,1132.0
40x10+mix_017,971.0,1822.8058948516846,971.0
40x10+mix_018,889.0,1826.923772573471,889.0
40x10+mix_019,1126.0,1825.8211047649384,1126.0
40x10+mix_020,925.0,1832.1301398277283,925.0
40x10+mix_021,1024.0,1824.7998600006104,1024.0
40x10+mix_022,1003.0,1822.8264527320862,1003.0
40x10+mix_023,1003.0,1822.2708704471588,1003.0
40x10+mix_024,893.0,1823.261311531067,893.0
40x10+mix_025,1039.0,1823.8961939811707,1039.0
40x10+mix_026,861.0,1823.4638414382935,861.0
40x10+mix_027,913.0,1824.7100994586945,913.0
40x10+mix_028,998.0,1820.4601066112518,998.0
40x10+mix_029,1051.0,1820.920975446701,1051.0
40x10+mix_030,1027.0,1822.1838943958282,1027.0
40x10+mix_031,940.0,1823.879329442978,940.0
40x10+mix_032,1084.0,1820.3778579235077,1084.0
40x10+mix_033,992.0,1819.9535217285156,992.0
40x10+mix_034,1015.0,1821.8737721443176,1015.0
40x10+mix_035,962.0,1822.4163665771484,962.0
40x10+mix_036,2867.0,1821.9545221328735,2867.0
40x10+mix_037,975.0,1822.5437092781067,975.0
40x10+mix_038,1026.0,1822.481571674347,1026.0
40x10+mix_039,940.0,1826.298416376114,940.0
40x10+mix_040,938.0,1830.4252581596375,938.0
40x10+mix_041,955.0,1829.5190589427948,955.0
40x10+mix_042,973.0,1826.4800271987915,973.0
40x10+mix_043,1016.0,1826.357007741928,1016.0
40x10+mix_044,870.0,1826.8396117687225,870.0
40x10+mix_045,931.0,1827.2354290485382,931.0
40x10+mix_046,2001.0,1827.1519227027893,2001.0
40x10+mix_047,981.0,1829.0612733364105,981.0
40x10+mix_048,931.0,1829.7204880714417,931.0
40x10+mix_049,931.0,1825.7170808315277,931.0
40x10+mix_050,1071.0,1824.7483384609222,1071.0
40x10+mix_051,904.0,1826.405321598053,904.0
40x10+mix_052,944.0,1825.0772585868835,944.0
40x10+mix_053,898.0,1825.1775650978088,898.0
40x10+mix_054,1067.0,1824.7637166976929,1067.0
40x10+mix_055,1047.0,1821.644838809967,1047.0
40x10+mix_056,891.0,1822.2862856388092,891.0
40x10+mix_057,892.0,1823.2657284736633,892.0
40x10+mix_058,1022.0,1821.7003054618835,1022.0
40x10+mix_059,972.0,1822.447853565216,972.0
40x10+mix_060,925.0,1823.127830505371,925.0
40x10+mix_061,987.0,1832.280905008316,987.0
40x10+mix_062,880.0,1835.4868006706238,880.0
40x10+mix_063,997.0,1835.9814231395721,997.0
40x10+mix_064,1106.0,1831.8896346092224,1106.0
40x10+mix_065,872.0,1819.836837053299,872.0
40x10+mix_066,945.0,1819.2202396392822,945.0
40x10+mix_067,852.0,1820.8536307811737,852.0
40x10+mix_068,957.0,1820.3656406402588,957.0
40x10+mix_069,934.0,1821.0666501522064,934.0
40x10+mix_070,918.0,1826.5720987319946,918.0
40x10+mix_071,899.0,1825.5265021324158,899.0
40x10+mix_072,993.0,1825.4214174747467,993.0
40x10+mix_073,1010.0,1820.1624119281769,1010.0
40x10+mix_074,903.0,1821.7379758358002,903.0
40x10+mix_075,871.0,1821.5677709579468,871.0
40x10+mix_076,900.0,1822.035840511322,900.0
40x10+mix_077,875.0,1826.0373330116272,875.0
40x10+mix_078,906.0,1822.3078711032867,906.0
40x10+mix_079,1045.0,1820.6333026885986,1045.0
40x10+mix_080,888.0,1822.8193230628967,888.0
40x10+mix_081,929.0,1821.6428978443146,929.0
40x10+mix_082,994.0,1821.902901172638,994.0
40x10+mix_083,1043.0,1820.9135258197784,1043.0
40x10+mix_084,1107.0,1820.5756304264069,1107.0
40x10+mix_085,914.0,1821.6723687648773,914.0
40x10+mix_086,940.0,1822.1641292572021,940.0
40x10+mix_087,951.0,1821.9165632724762,951.0
40x10+mix_088,915.0,1820.9608204364777,915.0
40x10+mix_089,1176.0,1820.1773564815521,1176.0
40x10+mix_090,1023.0,1821.5659556388855,1023.0
40x10+mix_091,996.0,1822.439772605896,996.0
40x10+mix_092,994.0,1822.7431938648224,994.0
40x10+mix_093,972.0,1820.8683235645294,972.0
40x10+mix_094,987.0,1822.2826693058014,987.0
40x10+mix_095,906.0,1821.6525180339813,906.0
40x10+mix_096,915.0,1822.643478155136,915.0
40x10+mix_097,1036.0,1821.6607122421265,1036.0
40x10+mix_098,880.0,1822.9253635406494,880.0
40x10+mix_099,1004.0,1822.3759136199951,1004.0
40x10+mix_100,1075.0,1823.1077172756195,1075.0
